0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
Container/blimp (44).jpg,3270.1666666666665,190.0,0.0,0.0,31.83333333333333,11.833333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.1666666666667,146.83333333333334,0.0,0.0,87.16666666666667,1506.0,49.833333333333336,0.0,0.0,40.0,27.5,0.5,0.0,0.0,0.0,0.0,39.833333333333336,32.666666666666664,0.3333333333333333,0.0,7.5,487.5,28.0,0.0,0.0,186.66666666666663,837.0,32.5,0.0,0.0,2.1666666666666665,20.5,0.0,2.0,0.0,0.0,0.0,19.83333333333333,4.833333333333333,0.0,0.0,44.16666666666666,364.6666666666667,198.5,0.0,0.0,76.0,469.1666666666667,6684.333333333333,342.5,170.5,99.33333333333331,68.66666666666667,46.333333333333336,39.833333333333336,30.5,37.333333333333336,237.16666666666663,42.5,41.66666666666666,56.0,60.66666666666666,91.33333333333331,145.83333333333334,333.3333333333333,976.1666666666666,0.0151536901092406,0.0128358866017366,0.015508908684409,0.0128080878170134,572.5800080542082,1171.0014254038626,899.2811447811456,1202.6262098335244,0.9148162463359332,0.8256447415621018,0.8660052854636677,0.8209178527216885,13.103353076957337,13.494971070127342,13.151566947016995,13.495655892434913
Container/blimp (84).jpg,150.83333333333334,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,32.666666666666664,7.5,0.0,0.0,2.1666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,2.5,1357.3333333333333,55.16666666666666,0.0,0.0,6.666666666666667,188.66666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.166666666666668,1.0,0.0,0.0,0.0,3969.6666666666665,1390.8333333333333,30.0,13.833333333333334,9.5,6.0,8.166666666666666,6.0,6.5,3.6666666666666665,3702.0,10.5,10.166666666666666,12.666666666666666,9.5,17.0,34.333333333333336,42.0,487.3333333333333,0.5946454260889629,0.5851921795061712,0.5883343635148104,0.5840789733127788,83.73966977745874,170.76994166233465,117.14701149425288,180.87754866285465,0.9778674448915252,0.9550046657419246,0.9690486550432028,0.9523414619117164,4.808701539755747,5.185913022041559,5.138495810114816,5.236510203058954
Container/blimp (24).jpg,666.3333333333334,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.5,0.3333333333333333,0.0,0.0,684.6666666666666,298.3333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.16666666666666,51.16666666666666,0.0,0.0,0.3333333333333333,124.16666666666669,10410.166666666666,3.0,0.0,0.0,62.833333333333336,2.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.666666666666668,0.0,0.0,0.0,236.83333333333331,545.0,9429.833333333334,319.6666666666667,215.16666666666663,142.83333333333334,111.66666666666669,99.83333333333331,55.833333333333336,84.83333333333333,60.333333333333336,2318.1666666666665,79.83333333333333,64.16666666666667,102.0,94.0,143.83333333333334,219.16666666666663,329.5,1133.3333333333333,0.0796496872731228,0.0654816905221887,0.0774161240110588,0.0655946378437012,10.844508779519252,45.85646343365043,33.69038256464945,38.36290124969367,0.9975294031438164,0.9895855081213666,0.9923370440709534,0.9912878630603652,9.096267951476454,9.758443869244616,9.441576892788794,9.744648418449016
Container/blimp (40).jpg,1724.5,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.1666666666666,2.1666666666666665,0.0,0.0,316.8333333333333,2126.1666666666665,1796.3333333333333,0.0,0.0,0.3333333333333333,4986.333333333333,12.0,0.0,0.0,0.0,0.0,44.833333333333336,54.16666666666666,0.0,0.0,0.3333333333333333,760.0,70.66666666666667,0.0,0.0,220.33333333333331,3067.0,7368.333333333333,0.0,0.0,1.0,2627.6666666666665,0.0,1.3333333333333333,0.0,0.0,0.0,195.66666666666663,0.0,0.0,0.0,31.166666666666668,300.1666666666667,9.666666666666666,0.0,0.0,103.33333333333331,4610.166666666667,17367.833333333332,279.5,213.5,218.5,204.33333333333331,200.5,149.66666666666666,246.0,115.16666666666669,9120.0,226.33333333333331,152.83333333333334,226.33333333333331,183.66666666666663,244.33333333333331,267.3333333333333,452.3333333333333,1298.5,0.0551623525899201,0.045006116615072,0.0506054385057566,0.0488071325876997,104.46116232464917,138.42858979992084,53.95347593582888,145.0354023555132,0.973511907218232,0.9647797032717628,0.986294510146907,0.9631218162485106,9.912827931229227,10.40656228415135,9.989082966120376,10.363813902080782
Container/blimp (34).jpg,381.0,748.5,0.0,0.0,0.0,93.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,111.16666666666669,0.0,0.0,0.0,1539.8333333333333,88.33333333333333,0.0,0.0,0.0,6707.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,6.333333333333333,0.0,0.0,0.0,41511.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3527.0,95.5,54.333333333333336,22.5,15.166666666666666,19.83333333333333,10.666666666666666,19.33333333333333,8.666666666666666,46356.833333333336,18.83333333333333,13.333333333333334,16.166666666666668,13.333333333333334,19.5,42.16666666666666,74.83333333333333,872.0,0.4675309859789384,0.461342486063624,0.4670168901675837,0.4612569917295572,1.3351917057902982,4.683407333352935,3.156628392484345,3.803179550511138,0.9970993133150294,0.9898437658664996,0.9931452290100112,0.991753691244439,3.037962217669994,3.1831647993299006,3.084729914832724,3.1764718236852167
Container/blimp (68).jpg,2518.0,3.8333333333333335,0.0,0.0,1.8333333333333333,68.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.833333333333336,3.0,0.0,0.0,50.0,356.8333333333333,925.3333333333334,0.0,0.0,2.6666666666666665,894.6666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,219.83333333333331,9.0,0.0,0.0,11.333333333333334,40.833333333333336,17.333333333333332,0.0,0.0,33.666666666666664,953.8333333333334,549.1666666666666,0.0,0.0,3.1666666666666665,894.8333333333334,192.33333333333331,1.8333333333333333,0.0,0.0,21.666666666666668,5.833333333333333,0.0,0.0,0.0,36.66666666666666,18.5,0.0,0.0,0.0,12.333333333333334,894.1666666666666,5507.666666666667,135.33333333333334,86.0,61.16666666666666,53.16666666666666,46.333333333333336,43.0,61.833333333333336,36.833333333333336,1081.0,69.66666666666667,56.5,78.66666666666667,101.33333333333331,122.5,174.83333333333334,229.0,855.1666666666666,0.0424902951298565,0.0341879037432125,0.0377962546816623,0.0342780821283679,128.39390132480602,205.39883829795363,143.88669201520904,219.58946825381693,0.98729329779124,0.979688934662285,0.9857660436883414,0.9782637888962058,10.744930098755486,11.281852389502305,11.085555793270384,11.296047184511863
Container/blimp (22).jpg,6064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14161.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19054.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7844.166666666667,28882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13797.833333333334,0.0399754800340957,0.0308122165370907,0.0350976425381001,0.031288559524663,89.6939485702588,147.26396316102208,95.8968928747969,168.41796466061172,0.9870126482497936,0.9786910126955912,0.986125965505223,0.9756264662825572,10.927599182637657,11.523039938218052,11.165308508022346,11.520966908466209
Container/blimp (9).jpg,5322.833333333333,1175.3333333333333,0.0,0.0,55.5,1097.1666666666667,34.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.166666666666668,225.16666666666663,0.0,0.0,11.666666666666666,10205.166666666666,2241.1666666666665,27.666666666666668,0.0,2866.5,2509.0,4588.666666666667,0.0,0.0,0.0,121.33333333333331,0.0,0.0,0.0,0.0,0.0,23.166666666666668,90.83333333333331,0.3333333333333333,0.0,1.8333333333333333,1482.1666666666667,8360.833333333334,0.0,0.0,1.0,9407.166666666666,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,3.333333333333333,0.0,0.0,0.0,1.0,70.33333333333333,0.0,0.0,0.0,14857.666666666666,40933.333333333336,1480.5,778.0,499.6666666666667,353.3333333333333,278.3333333333333,255.16666666666663,263.5,247.5,9156.333333333334,279.6666666666667,268.8333333333333,319.1666666666667,406.3333333333333,544.8333333333334,954.8333333333334,1919.1666666666667,5861.5,0.0979941506003377,0.0937379209842463,0.0980807074062624,0.0934284710643799,193.8276000618144,322.46521787372177,177.61172180993628,336.50264875200287,0.97351963438441,0.9558473647368644,0.9757229854283508,0.9539253291407525,11.291126394964822,11.708122953230774,11.343859841786074,11.780432610447887
Container/blimp (74).jpg,11942.666666666666,21.83333333333333,0.0,0.0,1.8333333333333333,23.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.6666666666667,4.333333333333333,0.0,0.0,2061.0,3756.1666666666665,83.33333333333333,0.0,0.0,0.0,27.166666666666668,0.0,0.0,0.0,0.0,0.0,222.16666666666663,1.0,0.0,0.0,149.33333333333334,2910.6666666666665,2.333333333333333,0.0,7.666666666666667,1738.3333333333333,1228.3333333333333,10.666666666666666,0.0,0.0,0.0,4.166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,20.0,0.3333333333333333,0.0,0.0,77.33333333333333,6502.333333333333,107.83333333333331,0.0,0.0,276.8333333333333,12390.166666666666,23842.0,1532.5,685.0,395.5,264.6666666666667,239.83333333333331,169.5,174.0,137.33333333333334,9850.166666666666,166.66666666666666,144.5,197.0,203.5,302.0,487.5,996.3333333333334,5225.333333333333,0.0528470310098789,0.0446934850321561,0.0476921391031974,0.0448870940336338,369.7196523003211,578.0022972355109,358.1167458432303,729.9419111661254,0.9738053454194354,0.9590116698537778,0.9746072168966152,0.9482258298375916,11.365531417242067,12.238205405467015,11.90128732906878,12.227658513847702
Container/blimp (28).jpg,1616.3333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,51.0,0.3333333333333333,0.0,0.0,83.66666666666667,221.16666666666663,20.0,0.0,0.0,0.6666666666666666,1372.3333333333333,90.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,16.666666666666668,0.0,0.0,0.3333333333333333,62.0,369.0,788.0,0.0,0.0,0.3333333333333333,566.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.333333333333332,0.3333333333333333,0.0,0.0,469.0,4502.333333333333,6754.0,355.6666666666667,194.33333333333331,99.83333333333331,73.83333333333333,53.0,44.16666666666666,39.833333333333336,31.0,453.8333333333333,47.5,46.833333333333336,56.66666666666666,78.16666666666667,115.66666666666669,203.66666666666663,392.0,1220.0,0.0319951190544415,0.0247092521322155,0.0277161247151193,0.0244739489157964,296.8465401421768,509.48955996266136,322.504274759341,616.7290175720158,0.9683200545082952,0.9457770108718928,0.965577959175522,0.9343619361554372,11.64666634377982,12.211396354030406,11.89074256705266,12.232248079190835
